ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
17703-1562-4867,17703,Level 3 - OIS,10/08/2017 07:43:00 PM,W,D,D3,1562,4867,White,Female
5912-1782-4869,5912,Level 1 - Use of Force,07/03/2015 10:00:00 AM,W,M,M1,1782,4869,Black or African American,Female
11865-1741-4871,11865,Level 1 - Use of Force,07/19/2016 06:40:00 AM,E,E,E1,1741,4871,Black or African American,Male
5915-913-4871,5915,Level 2 - Use of Force,07/03/2015 05:16:00 PM,E,G,G2,913,4871,Black or African American,Male
5919-1539-4872,5919,Level 1 - Use of Force,07/04/2015 01:20:00 AM,E,E,E2,1539,4872,Hispanic or Latino,Male
5921-456-4873,5921,Level 2 - Use of Force,07/03/2015 11:25:00 PM,W,K,K1,456,4873,Black or African American,Male
5922-898-4876,5922,Level 1 - Use of Force,06/23/2015 01:24:00 PM,N,U,U3,898,4876,Not Specified,Female
5925-1218-4878,5925,Level 1 - Use of Force,07/05/2015 01:20:00 AM,S,R,R2,1218,4878,Asian,Male
5927-1213-4878,5927,Level 2 - Use of Force,07/05/2015 01:20:00 AM,S,R,R2,1213,4878,Asian,Male
5925-1218-4879,5925,Level 1 - Use of Force,07/05/2015 01:20:00 AM,S,R,R2,1218,4879,Black or African American,Female
5927-1213-4879,5927,Level 2 - Use of Force,07/05/2015 01:20:00 AM,S,R,R2,1213,4879,Black or African American,Female
5928-1210-4881,5928,Level 1 - Use of Force,07/05/2015 03:08:00 PM,N,N,N1,1210,4881,White,Male
5929-1562-4882,5929,Level 1 - Use of Force,07/05/2015 11:55:00 PM,X,X,XX,1562,4882,White,Male
5956-1189-4883,5956,Level 1 - Use of Force,07/05/2015 07:38:00 AM,N,U,U1,1189,4883,White,Male
5934-655-4883,5934,Level 1 - Use of Force,07/05/2015 07:38:00 AM,N,U,U1,655,4883,White,Male
5938-927-4885,5938,Level 1 - Use of Force,07/06/2015 12:26:00 PM,W,K,K1,927,4885,Black or African American,Male
5940-643-4885,5940,Level 1 - Use of Force,07/06/2015 12:23:00 PM,W,K,K1,643,4885,Black or African American,Male
5942-1730-4885,5942,Level 1 - Use of Force,07/06/2015 12:23:00 PM,W,K,K1,1730,4885,Black or African American,Male
5946-234-4885,5946,Level 1 - Use of Force,07/06/2015 12:23:00 PM,W,K,K1,234,4885,Black or African American,Male
5943-1839-4888,5943,Level 1 - Use of Force,07/05/2015 06:55:00 PM,N,L,L3,1839,4888,White,Male
5949-1611-4901,5949,Level 1 - Use of Force,07/07/2015 01:15:00 AM,N,L,L1,1611,4901,White,Male
5950-1697-4902,5950,Level 2 - Use of Force,07/07/2015 12:38:00 AM,W,M,M1,1697,4902,Black or African American,Male
5958-766-4911,5958,Level 1 - Use of Force,07/04/2015 11:22:00 PM,N,B,B3,766,4911,White,Female
5986-1265-4914,5986,Level 2 - Use of Force,07/07/2015 08:59:00 PM,W,D,D2,1265,4914,White,Male
5963-1664-4914,5963,Level 2 - Use of Force,07/07/2015 08:30:00 PM,W,D,D2,1664,4914,White,Male
5961-1678-4914,5961,Level 2 - Use of Force,07/07/2015 08:04:00 PM,W,D,D2,1678,4914,White,Male
5966-1239-4914,5966,Level 1 - Use of Force,07/07/2015 08:09:00 PM,W,D,D2,1239,4914,White,Male
5987-1697-4914,5987,Level 2 - Use of Force,07/07/2015 08:04:00 PM,W,D,D2,1697,4914,White,Male
5965-334-4916,5965,Level 1 - Use of Force,07/07/2015 10:34:00 PM,S,S,S3,334,4916,Hispanic or Latino,Male
5974-1685-4922,5974,Level 2 - Use of Force,07/08/2015 04:00:00 AM,SW,W,W3,1685,4922,White,Male
6071-1762-4931,6071,Level 1 - Use of Force,07/08/2015 11:54:00 PM,E,E,E2,1762,4931,White,Male
6072-1853-4931,6072,Level 1 - Use of Force,07/08/2015 11:54:00 PM,E,E,E2,1853,4931,White,Male
6073-1859-4931,6073,Level 1 - Use of Force,07/08/2015 11:54:00 PM,E,E,E2,1859,4931,White,Male
6109-1594-4931,6109,Level 1 - Use of Force,07/08/2015 11:42:00 PM,E,E,E2,1594,4931,White,Male
5991-1785-4932,5991,Level 1 - Use of Force,07/08/2015 11:45:00 PM,W,D,D2,1785,4932,Black or African American,Female
5995-1735-4936,5995,Level 1 - Use of Force,07/09/2015 04:30:00 AM,E,E,E2,1735,4936,White,Male
5997-1735-4937,5997,Level 1 - Use of Force,07/08/2015 10:00:00 AM,E,E,E2,1735,4937,White,Male
6002-585-4944,6002,Level 1 - Use of Force,07/09/2015 01:25:00 PM,W,K,K3,585,4944,Black or African American,Male
6005-1222-4946,6005,Level 1 - Use of Force,07/09/2015 05:00:00 PM,X,X,XX,1222,4946,White,Male
6006-1222-4946,6006,Level 1 - Use of Force,07/09/2015 05:30:00 PM,X,X,XX,1222,4946,White,Male
6008-102-4948,6008,Level 1 - Use of Force,07/10/2015 02:08:00 AM,N,J,J1,102,4948,Black or African American,Male
6017-1135-4992,6017,Level 1 - Use of Force,07/10/2015 11:30:00 AM,N,L,L1,1135,4992,Black or African American,Male
6018-1889-4993,6018,Level 1 - Use of Force,07/10/2015 12:55:00 PM,S,O,O1,1889,4993,Hispanic or Latino,Male
6019-1550-4994,6019,Level 1 - Use of Force,07/10/2015 11:25:00 PM,W,D,D2,1550,4994,White,Male
15899-1172-4994,15899,Level 1 - Use of Force,05/30/2017 10:32:00 PM,W,D,D2,1172,4994,White,Male
16197-709-4994,16197,Level 2 - Use of Force,06/23/2017 12:25:00 PM,W,M,M3,709,4994,White,Male
6033-560-4997,6033,Level 1 - Use of Force,07/11/2015 03:01:00 PM,SW,F,F1,560,4997,Black or African American,Female
6026-1751-4997,6026,Level 1 - Use of Force,07/11/2015 06:26:00 PM,SW,F,F1,1751,4997,Black or African American,Female
6028-1790-4997,6028,Level 1 - Use of Force,07/11/2015 03:40:00 PM,SW,F,F1,1790,4997,Black or African American,Female
12062-1889-4997,12062,Level 1 - Use of Force,07/31/2016 11:41:00 PM,N,N,N3,1889,4997,Black or African American,Female
12037-1641-4997,12037,Level 1 - Use of Force,07/31/2016 11:30:00 PM,N,N,N3,1641,4997,Black or African American,Female
12039-1849-4997,12039,Level 1 - Use of Force,07/31/2016 11:35:00 PM,N,N,N3,1849,4997,Black or African American,Female
12059-1841-4997,12059,Level 1 - Use of Force,07/31/2016 11:10:00 PM,N,N,N3,1841,4997,Black or African American,Female
12061-1600-4997,12061,Level 1 - Use of Force,07/31/2016 11:50:00 PM,N,N,N3,1600,4997,Black or African American,Female
12060-2189-4997,12060,Level 1 - Use of Force,07/31/2016 11:50:00 PM,N,N,N3,2189,4997,Black or African American,Female
6027-775-4998,6027,Level 1 - Use of Force,07/11/2015 03:39:00 PM,SW,F,F1,775,4998,Black or African American,Female
6024-1315-4999,6024,Level 1 - Use of Force,07/11/2015 04:04:00 PM,SW,F,F1,1315,4999,Black or African American,Female
6029-1818-5000,6029,Level 1 - Use of Force,07/11/2015 08:54:00 PM,W,M,M1,1818,5000,American Indian/Alaska Native,Female
6032-1891-5002,6032,Level 2 - Use of Force,07/12/2015 12:40:00 AM,W,M,M2,1891,5002,White,Male
15161-1128-5005,15161,Level 2 - Use of Force,04/07/2017 08:27:00 AM,S,O,O2,1128,5005,White,Male
15243-611-5005,15243,Level 1 - Use of Force,04/07/2017 08:27:00 AM,S,O,O2,611,5005,White,Male
15076-2313-5005,15076,Level 1 - Use of Force,04/01/2017 09:45:00 AM,S,O,O2,2313,5005,White,Male
14297-2182-5005,14297,Level 2 - Use of Force,01/30/2017 12:26:00 PM,W,Q,Q1,2182,5005,White,Male
6036-558-5005,6036,Level 1 - Use of Force,07/12/2015 02:07:00 PM,S,O,O2,558,5005,White,Male
15160-2232-5005,15160,Level 2 - Use of Force,04/07/2017 08:27:00 AM,S,O,O2,2232,5005,White,Male
14664-1791-5005,14664,Level 1 - Use of Force,02/27/2017 10:12:00 AM,S,O,O1,1791,5005,White,Male
14696-1128-5005,14696,Level 1 - Use of Force,02/27/2017 10:20:00 AM,S,O,O1,1128,5005,White,Male
6037-639-5006,6037,Level 1 - Use of Force,07/12/2015 12:01:00 PM,W,M,M3,639,5006,White,Male
6038-1811-5008,6038,Level 1 - Use of Force,07/12/2015 03:00:00 PM,E,C,C3,1811,5008,Black or African American,Male
7575-1574-5008,7575,Level 1 - Use of Force,09/14/2015 07:27:00 PM,E,G,G2,1574,5008,Black or African American,Male
7578-1213-5008,7578,Level 1 - Use of Force,09/14/2015 07:27:00 PM,E,G,G2,1213,5008,Black or African American,Male
6040-2109-5010,6040,Level 1 - Use of Force,07/11/2015 11:50:00 PM,S,S,S2,2109,5010,Black or African American,Male
6041-1260-5011,6041,Level 1 - Use of Force,07/12/2015 08:51:00 PM,S,R,R1,1260,5011,Black or African American,Male
6044-1709-5013,6044,Level 1 - Use of Force,07/12/2015 11:30:00 PM,S,S,S1,1709,5013,Asian,Female
10500-1813-5017,10500,Level 1 - Use of Force,04/12/2016 02:45:00 PM,S,R,R2,1813,5017,Black or African American,Female
20915-1108-5020,20915,Level 1 - Use of Force,02/23/2018 12:15:00 AM,N,L,L2,1108,5020,White,Male
20984-2146-5020,20984,Level 1 - Use of Force,02/22/2018 11:58:00 PM,N,L,L2,2146,5020,White,Male
20985-2165-5020,20985,Level 1 - Use of Force,02/23/2018 11:58:00 PM,N,L,L2,2165,5020,White,Male
8008-1118-5022,8008,Level 1 - Use of Force,10/17/2015 01:25:00 AM,W,Q,Q1,1118,5022,White,Male
6057-1604-5024,6057,Level 2 - Use of Force,07/14/2015 02:57:00 AM,W,K,K3,1604,5024,Black or African American,Male
6058-1164-5024,6058,Level 2 - Use of Force,07/14/2015 02:57:00 AM,W,K,K3,1164,5024,Black or African American,Male
6067-1875-5027,6067,Level 1 - Use of Force,07/14/2015 01:30:00 PM,S,S,S2,1875,5027,Black or African American,Male
6070-1097-5029,6070,Level 1 - Use of Force,07/14/2015 10:00:00 PM,W,D,D2,1097,5029,White,Male
6074-1791-5031,6074,Level 1 - Use of Force,07/15/2015 12:45:00 AM,N,U,U1,1791,5031,White,Male
6232-1742-5031,6232,Level 1 - Use of Force,07/15/2015 12:40:00 AM,N,U,U1,1742,5031,White,Male
6186-1549-5031,6186,Level 1 - Use of Force,07/15/2015 12:39:00 AM,N,U,U1,1549,5031,White,Male
6075-1646-5032,6075,Level 1 - Use of Force,07/15/2015 04:26:00 AM,N,B,B1,1646,5032,Black or African American,Male
6076-1750-5033,6076,Level 1 - Use of Force,07/15/2015 03:30:00 AM,W,Q,Q2,1750,5033,White,Female
6086-1825-5038,6086,Level 1 - Use of Force,07/15/2015 04:49:00 PM,S,S,S3,1825,5038,Black or African American,Male
6085-852-5039,6085,Level 1 - Use of Force,07/15/2015 06:45:00 PM,W,M,M2,852,5039,Asian,Male
6088-1222-5040,6088,Level 2 - Use of Force,07/15/2015 02:00:00 PM,X,X,XX,1222,5040,White,Male
6089-869-5040,6089,Level 2 - Use of Force,07/15/2015 02:20:00 PM,X,X,XX,869,5040,White,Male
6099-1762-5042,6099,Level 1 - Use of Force,07/16/2015 10:28:00 PM,E,E,E1,1762,5042,White,Male
6100-1855-5042,6100,Level 1 - Use of Force,07/16/2015 10:30:00 PM,E,E,E1,1855,5042,White,Male
6106-1683-5047,6106,Level 3 - OIS,07/17/2015 04:39:00 AM,N,U,U1,1683,5047,White,Male
6110-1265-5051,6110,Level 1 - Use of Force,07/17/2015 08:51:00 PM,W,Q,Q1,1265,5051,White,Male
6111-2109-5052,6111,Level 1 - Use of Force,07/18/2015 02:00:00 AM,S,O,O3,2109,5052,White,Male
6112-1692-5053,6112,Level 1 - Use of Force,07/18/2015 09:07:00 AM,S,S,S1,1692,5053,Black or African American,Male
6116-1772-5054,6116,Level 1 - Use of Force,07/18/2015 08:40:00 AM,S,S,S1,1772,5054,Black or African American,Male
6113-1040-5054,6113,Level 1 - Use of Force,07/18/2015 08:40:00 AM,S,S,S1,1040,5054,Black or African American,Male
6114-1736-5054,6114,Level 1 - Use of Force,07/18/2015 08:40:00 AM,S,S,S1,1736,5054,Black or African American,Male
6115-1739-5054,6115,Level 1 - Use of Force,07/18/2015 09:05:00 AM,S,S,S1,1739,5054,Black or African American,Male
17231-1575-5062,17231,Level 1 - Use of Force,09/07/2017 08:50:00 AM,S,O,O1,1575,5062,White,Male
6124-1141-5066,6124,Level 1 - Use of Force,07/20/2015 12:28:00 AM,E,E,E2,1141,5066,Black or African American,Male
6126-1781-5068,6126,Level 1 - Use of Force,07/20/2015 01:38:00 AM,N,J,J1,1781,5068,Asian,Male
6141-1682-5076,6141,Level 2 - Use of Force,07/20/2015 04:34:00 PM,W,D,D1,1682,5076,Not Specified,Male
6140-1050-5076,6140,Level 2 - Use of Force,07/20/2015 05:10:00 PM,W,D,D1,1050,5076,Not Specified,Male
6142-1808-5076,6142,Level 2 - Use of Force,07/20/2015 05:05:00 PM,W,D,D1,1808,5076,Not Specified,Male
6143-1740-5076,6143,Level 2 - Use of Force,07/20/2015 04:34:00 PM,W,D,D1,1740,5076,Not Specified,Male
6144-1818-5076,6144,Level 2 - Use of Force,07/20/2015 05:07:00 PM,W,D,D1,1818,5076,Not Specified,Male
6146-1757-5080,6146,Level 1 - Use of Force,07/21/2015 02:38:00 AM,E,E,E3,1757,5080,American Indian/Alaska Native,Male
6159-1524-5084,6159,Level 1 - Use of Force,07/21/2015 07:47:00 PM,S,R,R1,1524,5084,Black or African American,Male
6158-1271-5084,6158,Level 1 - Use of Force,07/21/2015 07:46:00 PM,S,R,R1,1271,5084,Black or African American,Male
6160-2109-5084,6160,Level 1 - Use of Force,07/21/2015 07:36:00 PM,S,R,R1,2109,5084,Black or African American,Male
6164-428-5091,6164,Level 2 - Use of Force,07/22/2015 10:06:00 AM,W,M,M3,428,5091,White,Male
6185-932-5105,6185,Level 1 - Use of Force,07/23/2015 10:30:00 AM,X,X,XX,932,5105,Asian,Male
6196-2116-5119,6196,Level 1 - Use of Force,07/23/2015 06:00:00 PM,E,E,E2,2116,5119,Not Specified,Male
6201-1539-5121,6201,Level 1 - Use of Force,07/24/2015 02:40:00 AM,W,K,K3,1539,5121,Black or African American,Male
6200-1618-5121,6200,Level 1 - Use of Force,07/24/2015 02:34:00 AM,W,K,K3,1618,5121,Black or African American,Male
6206-1818-5123,6206,Level 1 - Use of Force,07/25/2015 11:30:00 PM,W,K,K3,1818,5123,White,Male
6203-1664-5123,6203,Level 1 - Use of Force,07/24/2015 11:25:00 PM,W,K,K3,1664,5123,White,Male
6204-927-5123,6204,Level 1 - Use of Force,07/24/2015 11:32:00 PM,W,K,K3,927,5123,White,Male
6205-1272-5124,6205,Level 2 - Use of Force,07/24/2015 09:30:00 PM,W,K,K2,1272,5124,White,Male
6246-1153-5127,6246,Level 1 - Use of Force,07/24/2015 11:32:00 PM,W,K,K3,1153,5127,White,Male
6202-1604-5129,6202,Level 1 - Use of Force,07/24/2015 11:30:00 PM,W,K,K3,1604,5129,White,Male
6207-1819-5130,6207,Level 1 - Use of Force,07/25/2015 01:30:00 AM,W,Q,Q3,1819,5130,White,Female
6208-1809-5132,6208,Level 1 - Use of Force,07/25/2015 06:08:00 AM,S,S,S1,1809,5132,Not Specified,Male
6224-1567-5133,6224,Level 2 - Use of Force,07/25/2015 03:44:00 PM,W,Q,Q2,1567,5133,Black or African American,Male
6225-186-5133,6225,Level 2 - Use of Force,07/25/2015 04:08:00 PM,W,Q,Q2,186,5133,Black or African American,Male
6215-1050-5133,6215,Level 2 - Use of Force,07/25/2015 03:44:00 PM,W,Q,Q2,1050,5133,Black or African American,Male
6209-1740-5133,6209,Level 2 - Use of Force,07/25/2015 04:00:00 PM,W,Q,Q2,1740,5133,Black or African American,Male
6214-1818-5133,6214,Level 2 - Use of Force,07/25/2015 04:07:00 PM,W,Q,Q2,1818,5133,Black or African American,Male
6210-1601-5134,6210,Level 1 - Use of Force,07/25/2015 05:37:00 PM,E,E,E1,1601,5134,White,Female
6212-1249-5137,6212,Level 1 - Use of Force,07/25/2015 05:47:00 PM,E,E,E2,1249,5137,Black or African American,Male
6213-1238-5137,6213,Level 1 - Use of Force,07/25/2015 05:47:00 PM,E,E,E2,1238,5137,Black or African American,Male
6218-1773-5142,6218,Level 1 - Use of Force,07/25/2015 08:10:00 PM,W,K,K2,1773,5142,Black or African American,Male
6216-711-5142,6216,Level 1 - Use of Force,07/25/2015 09:10:00 PM,W,K,K2,711,5142,Black or African American,Male
6217-1607-5143,6217,Level 2 - Use of Force,07/25/2015 11:30:00 PM,S,R,R1,1607,5143,Black or African American,Male
6219-1627-5143,6219,Level 2 - Use of Force,07/25/2015 10:27:00 PM,S,R,R1,1627,5143,Black or African American,Male
6220-1554-5144,6220,Level 2 - Use of Force,07/26/2015 02:20:00 AM,E,E,E2,1554,5144,Black or African American,Male
6221-1171-5144,6221,Level 2 - Use of Force,07/26/2015 02:25:00 AM,E,E,E2,1171,5144,Black or African American,Male
6223-1640-5144,6223,Level 2 - Use of Force,07/26/2015 02:23:00 AM,E,E,E2,1640,5144,Black or African American,Male
6222-1594-5144,6222,Level 2 - Use of Force,07/26/2015 02:18:00 AM,E,E,E2,1594,5144,Black or African American,Male
12859-1736-5144,12859,Level 1 - Use of Force,09/26/2016 10:57:00 AM,S,S,S1,1736,5144,Black or African American,Male
12861-1746-5144,12861,Level 1 - Use of Force,09/26/2016 10:55:00 AM,S,S,S1,1746,5144,Black or African American,Male
12858-2197-5144,12858,Level 1 - Use of Force,09/26/2016 11:20:00 AM,S,S,S1,2197,5144,Black or African American,Male
6228-1818-5148,6228,Level 1 - Use of Force,07/26/2015 03:41:00 PM,W,M,M2,1818,5148,White,Female
6229-1840-5149,6229,Level 1 - Use of Force,07/26/2015 05:20:00 PM,E,E,E2,1840,5149,White,Male
6231-1561-5151,6231,Level 1 - Use of Force,07/26/2015 07:00:00 PM,E,E,E2,1561,5151,White,Male
6249-1170-5166,6249,Level 1 - Use of Force,07/27/2015 10:05:00 PM,S,R,R2,1170,5166,Asian,Male
6248-334-5166,6248,Level 1 - Use of Force,07/27/2015 10:07:00 PM,S,R,R2,334,5166,Asian,Male
6250-1648-5166,6250,Level 1 - Use of Force,07/27/2015 09:54:00 PM,S,R,R2,1648,5166,Asian,Male
6251-1788-5166,6251,Level 1 - Use of Force,07/27/2015 09:54:00 PM,S,R,R2,1788,5166,Asian,Male
6253-1101-5166,6253,Level 1 - Use of Force,07/27/2015 09:54:00 PM,S,R,R2,1101,5166,Asian,Male
6268-1232-5181,6268,Level 1 - Use of Force,07/28/2015 06:05:00 PM,E,C,C1,1232,5181,White,Female
6270-1745-5183,6270,Level 1 - Use of Force,07/28/2015 11:39:00 PM,N,N,N3,1745,5183,Not Specified,Female
6281-1690-5189,6281,Level 2 - Use of Force,07/29/2015 01:37:00 PM,E,E,E1,1690,5189,White,Male
6282-1707-5189,6282,Level 2 - Use of Force,07/29/2015 01:50:00 PM,E,E,E1,1707,5189,White,Male
9505-1707-5189,9505,Level 2 - Use of Force,01/25/2016 12:35:00 PM,E,E,E1,1707,5189,White,Male
9504-1688-5189,9504,Level 2 - Use of Force,01/25/2016 12:35:00 PM,E,E,E1,1688,5189,White,Male
6283-1566-5192,6283,Level 1 - Use of Force,07/29/2015 04:34:00 PM,S,R,R3,1566,5192,Black or African American,Male
6285-102-5193,6285,Level 1 - Use of Force,07/29/2015 09:45:00 PM,N,L,L2,102,5193,White,Female
6305-1081-5217,6305,Level 1 - Use of Force,07/31/2015 05:41:00 AM,N,U,U2,1081,5217,Black or African American,Male
6308-1668-5219,6308,Level 1 - Use of Force,07/31/2015 07:20:00 AM,S,S,S3,1668,5219,Black or African American,Male
6307-1718-5219,6307,Level 1 - Use of Force,07/31/2015 07:18:00 AM,S,S,S3,1718,5219,Black or African American,Male
6308-1668-5220,6308,Level 1 - Use of Force,07/31/2015 07:20:00 AM,S,S,S3,1668,5220,Black or African American,Male
6309-549-5221,6309,Level 1 - Use of Force,07/31/2015 01:10:00 PM,S,R,R3,549,5221,Black or African American,Male
6313-452-5225,6313,Level 1 - Use of Force,07/31/2015 02:12:00 PM,W,M,M2,452,5225,White,Male
6314-1740-5226,6314,Level 2 - Use of Force,07/31/2015 06:12:00 PM,W,M,M2,1740,5226,White,Male
6315-1735-5227,6315,Level 1 - Use of Force,08/01/2015 07:00:00 AM,E,E,E2,1735,5227,Black or African American,Male
6321-1238-5231,6321,Level 1 - Use of Force,08/01/2015 02:34:00 PM,E,E,E2,1238,5231,Asian,Female
6320-1225-5231,6320,Level 1 - Use of Force,08/01/2015 02:29:00 PM,E,E,E2,1225,5231,Asian,Female
6319-1707-5231,6319,Level 1 - Use of Force,08/01/2015 02:29:00 PM,E,E,E2,1707,5231,Asian,Female
6322-1858-5234,6322,Level 2 - Use of Force,08/01/2015 12:30:00 PM,W,K,K2,1858,5234,White,Male
6324-1828-5236,6324,Level 1 - Use of Force,08/01/2015 08:55:00 PM,W,M,M1,1828,5236,White,Male
6325-1697-5237,6325,Level 1 - Use of Force,08/01/2015 11:15:00 PM,W,D,D1,1697,5237,Black or African American,Male
6326-1627-5238,6326,Level 1 - Use of Force,08/01/2015 08:06:00 PM,S,R,R2,1627,5238,Not Specified,Male
6327-1540-5238,6327,Level 1 - Use of Force,08/01/2015 08:06:00 PM,S,R,R2,1540,5238,Not Specified,Male
6327-1627-5238,6327,Level 1 - Use of Force,08/01/2015 08:06:00 PM,S,R,R2,1627,5238,Not Specified,Male
16869-1747-5239,16869,Level 2 - Use of Force,08/13/2017 02:00:00 PM,W,M,M2,1747,5239,Not Specified,Male
16871-1858-5239,16871,Level 2 - Use of Force,08/13/2017 02:00:00 PM,W,M,M2,1858,5239,Not Specified,Male
6328-1697-5239,6328,Level 1 - Use of Force,08/02/2015 01:46:00 AM,W,D,D2,1697,5239,Not Specified,Male
6335-1820-5240,6335,Level 1 - Use of Force,08/02/2015 01:18:00 PM,W,K,K2,1820,5240,Not Specified,Male
6334-675-5240,6334,Level 1 - Use of Force,08/02/2015 01:20:00 PM,W,K,K2,675,5240,Not Specified,Male
24123-2470-5240,24123,Level 1 - Use of Force,04/12/2018 08:11:00 PM,-,-,-,2470,5240,Not Specified,Male
6337-456-5241,6337,Level 1 - Use of Force,08/02/2015 02:07:00 AM,W,D,D1,456,5241,Black or African American,Male
6338-1539-5246,6338,Level 1 - Use of Force,08/02/2015 09:27:00 PM,E,E,E3,1539,5246,White,Male
6339-1618-5246,6339,Level 1 - Use of Force,08/02/2015 09:27:00 PM,E,E,E3,1618,5246,White,Male
23458-1577-5246,23458,Level 1 - Use of Force,04/02/2018 11:11:00 PM,W,K,K2,1577,5246,White,Male
6341-1786-5247,6341,Level 1 - Use of Force,08/02/2015 10:30:00 PM,W,D,D2,1786,5247,American Indian/Alaska Native,Female
6340-583-5248,6340,Level 1 - Use of Force,08/02/2015 02:00:00 AM,W,D,D2,583,5248,White,Male
6345-1709-5249,6345,Level 1 - Use of Force,08/03/2015 01:15:00 AM,S,S,S3,1709,5249,Black or African American,Male
6346-1770-5249,6346,Level 1 - Use of Force,08/03/2015 12:11:00 AM,S,S,S3,1770,5249,Black or African American,Male
6344-1110-5249,6344,Level 1 - Use of Force,08/03/2015 01:12:00 AM,S,S,S3,1110,5249,Black or African American,Male
15893-1836-5249,15893,Level 2 - Use of Force,06/02/2017 02:07:00 PM,S,R,R3,1836,5249,Black or African American,Male
15892-1796-5249,15892,Level 2 - Use of Force,06/02/2017 02:25:00 PM,S,R,R2,1796,5249,Black or African American,Male
15891-1792-5249,15891,Level 2 - Use of Force,06/02/2017 02:25:00 PM,S,R,R2,1792,5249,Black or African American,Male
15903-1167-5249,15903,Level 2 - Use of Force,06/02/2017 02:01:00 PM,S,R,R2,1167,5249,Black or African American,Male
15898-1845-5249,15898,Level 1 - Use of Force,06/02/2017 02:06:00 PM,S,R,R3,1845,5249,Black or African American,Male
6342-2111-5250,6342,Level 1 - Use of Force,08/02/2015 11:47:00 PM,W,Q,Q2,2111,5250,White,Male
6354-932-5251,6354,Level 2 - Use of Force,08/01/2015 11:00:00 PM,N,N,N2,932,5251,Asian,Male
6347-811-5251,6347,Level 2 - Use of Force,08/01/2015 10:00:00 PM,N,N,N2,811,5251,Asian,Male
6353-704-5251,6353,Level 2 - Use of Force,08/02/2015 01:52:00 AM,N,N,N2,704,5251,Asian,Male
6364-1773-5260,6364,Level 1 - Use of Force,08/03/2015 02:15:00 PM,S,S,S1,1773,5260,Not Specified,Female
6366-1615-5261,6366,Level 2 - Use of Force,08/03/2015 03:30:00 PM,N,J,J3,1615,5261,White,Male
6365-1655-5262,6365,Level 2 - Use of Force,08/03/2015 03:30:00 PM,N,J,J3,1655,5262,White,Male
6368-1562-5265,6368,Level 1 - Use of Force,08/03/2015 09:52:00 PM,N,B,B1,1562,5265,White,Male
6368-1562-5266,6368,Level 1 - Use of Force,08/03/2015 09:52:00 PM,N,B,B1,1562,5266,White,Male
6368-1562-5267,6368,Level 1 - Use of Force,08/03/2015 09:52:00 PM,N,B,B1,1562,5267,White,Female
6384-853-5279,6384,Level 2 - Use of Force,08/04/2015 03:09:00 PM,E,E,E1,853,5279,Black or African American,Male
6385-115-5279,6385,Level 2 - Use of Force,08/04/2015 03:11:00 PM,E,E,E1,115,5279,Black or African American,Male
6386-1238-5279,6386,Level 2 - Use of Force,08/04/2015 03:09:00 PM,E,E,E1,1238,5279,Black or African American,Male
6396-1599-5279,6396,Level 2 - Use of Force,08/04/2015 03:09:00 PM,E,E,E1,1599,5279,Black or African American,Male
6393-1655-5283,6393,Level 1 - Use of Force,08/05/2015 05:30:00 AM,X,X,XX,1655,5283,Hispanic or Latino,Female
6395-1709-5284,6395,Level 1 - Use of Force,08/05/2015 05:30:00 AM,X,X,XX,1709,5284,White,Male
6398-1218-5285,6398,Level 1 - Use of Force,08/05/2015 05:35:00 AM,X,X,XX,1218,5285,Hispanic or Latino,Male
6397-1254-5285,6397,Level 1 - Use of Force,08/05/2015 05:30:00 AM,X,X,XX,1254,5285,Hispanic or Latino,Male
6405-853-5288,6405,Level 2 - Use of Force,08/05/2015 01:24:00 PM,E,E,E1,853,5288,White,Female
13318-1636-5289,13318,Level 2 - Use of Force,11/03/2016 11:15:00 AM,W,K,K3,1636,5289,Black or African American,Female
11300-1813-5289,11300,Level 2 - Use of Force,06/11/2016 06:40:00 PM,S,R,R2,1813,5289,Black or African American,Female
11301-1831-5289,11301,Level 2 - Use of Force,06/11/2016 06:40:00 PM,S,R,R2,1831,5289,Black or African American,Female
13316-639-5289,13316,Level 1 - Use of Force,11/03/2016 11:05:00 AM,W,K,K3,639,5289,Black or African American,Female
13317-1748-5289,13317,Level 2 - Use of Force,11/03/2016 11:15:00 AM,W,K,K3,1748,5289,Black or African American,Female
6406-1587-5289,6406,Level 2 - Use of Force,08/05/2015 03:54:00 PM,E,G,G2,1587,5289,Black or African American,Female
6407-308-5289,6407,Level 2 - Use of Force,08/05/2015 03:54:00 PM,E,G,G2,308,5289,Black or African American,Female
17922-1604-5301,17922,Level 2 - Use of Force,10/24/2017 09:47:00 PM,W,Q,Q3,1604,5301,Not Specified,Male
6419-1736-5303,6419,Level 1 - Use of Force,08/06/2015 01:10:00 PM,S,O,O1,1736,5303,Black or African American,Male
6420-1743-5304,6420,Level 1 - Use of Force,08/06/2015 01:10:00 PM,S,O,O1,1743,5304,Black or African American,Male
6421-1815-5305,6421,Level 1 - Use of Force,08/06/2015 05:30:00 PM,E,E,E2,1815,5305,White,Male
6422-1811-5305,6422,Level 1 - Use of Force,08/06/2015 02:00:00 PM,E,E,E3,1811,5305,White,Male
6423-1258-5307,6423,Level 1 - Use of Force,08/06/2015 06:44:00 PM,SW,W,W3,1258,5307,White,Male
